OrderID,OrderDate,Week,Month,Year,ProductID,ProductCategory,ProductName,UnitsSold,UnitPrice,Revenue,CostPerUnit,Profit,StoreID,Region,PromotionApplied,Holiday,CustomerSegment,Temperature,FootTraffic,ProfitPerUnit,ProfitMargin
ORD01166,2022-05-14,19,5,2022,GR_191,Grocery,Cereal,9.0,236.28,2126.52,125.54,996.6599999999999,STORE_20,West,No,No,Retail,16.4,98.0,110.73999999999998,46.86812256644659
ORD01167,2023-12-25,52,12,2023,CL_952,Clothng,Unknown Product,10.0,229.42,2294.2,145.21,842.0999999999997,STORE_35,East,False,Yes,Retail,15.8,95.0,84.20999999999997,36.705605439804714
ORD01168,2024-01-05,1,1,2024,EL_348,Electrnics,Unknown Product,11.0,238.35,2621.85,161.66,843.5899999999999,STORE_40,North,Yes,No,Retail,9.4,105.0,76.69,32.1753723515838
ORD01169,2021-03-19,11,3,2021,GR_610,Grocery,Milk,8.0,91.4,731.2,48.71,341.52000000000004,STORE_50,North,False,No,Online,8.9,124.0,42.690000000000005,46.70678336980307
ORD01170,2022-11-27,47,11,2022,CL_442,Clothing,Jeans,11.0,115.7,1272.7,69.85,504.35000000000014,STORE_13,North,No,No,Retail,3.8,105.0,45.850000000000016,39.62834917891099
ORD01171,2023-03-26,12,3,2023,TO_101,Toys,Puzzle,9.0,252.69,2274.21,157.93,852.8399999999999,STORE_15,East,False,No,Retail,24.0,117.0,94.75999999999999,37.50049467727254
ORD01172,2023-11-13,46,11,2023,CL_165,Clothing,Sneakers,10.0,411.67,4116.7,223.06,1886.1,STORE_19,South,False,No,Retail,27.2,84.0,188.60999999999999,45.81582335365705
ORD01173,2022-09-19,38,9,2022,BO_153,Books,Novel,12.0,384.61,4615.32,280.15,1253.52,STORE_33,West,Yes,No,Online,2.4,108.0,104.46,27.159980239723357
ORD01174,2023-08-09,32,8,2023,CL_861,Clothing,Sneakers,12.0,348.48,4181.76,209.08,1672.8000000000002,STORE_22,South,No,No,Wholesale,9.8,100.0,139.4,40.00229568411387
ORD01175,2021-12-31,52,12,2021,GR_613,Grocery,Milk,13.0,493.33,6413.29,335.3,2054.3899999999994,STORE_39,West,False,Yes,Retail,20.0,105.0,158.02999999999994,32.03332454949019
ORD01176,2022-07-11,28,7,2022,CL_955,Clothng,Unknown Product,9.0,69.42,624.78,48.28,190.26,STORE_43,North,Yes,No,Online,29.0,98.0,21.14,30.45231921636416
ORD01177,2021-02-23,8,2,2021,CL_236,Clothng,Unknown Product,9.0,319.76,2877.84,193.52,1136.16,STORE_16,South,False,No,Retail,11.6,90.0,126.24000000000001,39.47960970728046
ORD01178,2023-04-09,14,4,2023,TO_956,Toys,Doll,7.0,310.57,2173.99,218.08,647.4299999999996,STORE_19,South,Yes,No,Retail,39.2,93.0,92.48999999999994,29.780725762308
ORD01179,2023-10-25,43,10,2023,TO_328,Toys,Action Figure,12.0,46.77,561.24,30.73,192.48000000000002,STORE_17,East,No,No,Retail,35.2,108.0,16.040000000000003,34.295488561043406
ORD01180,2024-11-20,47,11,2024,BO_956,Books,Comics,11.0,33.47,368.16999999999996,20.81,139.25999999999996,STORE_14,South,False,No,Retail,6.9,106.0,12.659999999999997,37.824917836868835
ORD01181,2024-09-25,39,9,2024,TO_346,Toys,Board Game,12.0,401.49,4817.88,297.9,1243.0800000000004,STORE_33,North,No,No,Retail,26.5,108.0,103.59000000000003,25.80138982290967
ORD01182,2021-11-21,46,11,2021,HO_319,Home,Microwave,10.0,19.83,198.29999999999998,12.22,76.09999999999998,STORE_35,West,No,No,Online,19.4,94.0,7.609999999999998,38.376197680282395
ORD01183,2021-11-07,44,11,2021,CL_319,Clothing,Jacket,11.0,286.49,3151.3900000000003,173.63,1241.4600000000005,STORE_30,North,Yes,No,Retail,20.0,98.0,112.86000000000004,39.3940451673706
ORD01184,2023-05-20,20,5,2023,CL_548,Clothing,T-Shirt,7.0,439.15,3074.0499999999997,281.33,1104.7399999999998,STORE_6,North,Yes,No,Retail,19.1,111.0,157.81999999999996,35.937606740293745
ORD01185,2022-03-06,9,3,2022,TO_457,Toys,Action Figure,15.0,485.85,7287.75,278.86,3104.8499999999995,STORE_41,North,False,No,Online,17.8,92.0,206.98999999999995,42.60368426469074
ORD01186,2022-06-20,25,6,2022,GR_369,Grocery,Milk,10.0,168.65,1686.5,96.81,718.4,STORE_37,East,No,No,Retail,34.8,94.0,71.84,42.5970945745627
ORD01187,2023-03-09,10,3,2023,HO_378,Home,Blender,9.0,217.86,1960.7400000000002,171.96,413.10000000000014,STORE_28,North,Yes,No,Retail,28.1,83.0,45.90000000000001,21.06857614982099
ORD01188,2024-01-26,4,1,2024,GR_471,Grocery,Bread,18.0,417.86,7521.4800000000005,236.55,3263.58,STORE_27,North,No,No,Retail,24.3,100.0,181.31,43.39013066577323
ORD01189,2024-08-14,33,8,2024,CL_685,Clothng,Unknown Product,10.0,401.28,4012.7999999999997,239.7,1615.7999999999997,STORE_11,North,Yes,No,Retail,13.8,108.0,161.57999999999998,40.26614832535885
ORD01190,2023-06-26,26,6,2023,BO_135,Books,Novel,14.0,117.3,1642.2,69.7,666.4,STORE_17,West,False,No,Retail,12.2,105.0,47.6,40.57971014492753
ORD01191,2024-08-05,32,8,2024,HO_610,Home,Microwave,10.0,321.37,3213.7,200.46,1209.0999999999997,STORE_22,North,No,No,Wholesale,0.6,102.0,120.90999999999997,37.62330024582256
ORD01192,2024-06-02,22,6,2024,HO_931,Home,Vacuum,4.0,377.86,1511.44,274.14,414.8800000000001,STORE_37,East,No,No,Online,7.0,94.0,103.72000000000003,27.449319853914155
ORD01193,2022-05-26,21,5,2022,EL_439,Electrnics,Unknown Product,6.0,221.55,1329.3000000000002,171.71,299.0400000000002,STORE_13,East,No,No,Online,28.3,116.0,49.84000000000003,22.496050552922604
ORD01194,2022-07-30,30,7,2022,CL_186,Clothng,Unknown Product,11.0,396.83,4365.13,216.97,1978.46,STORE_47,West,False,No,Retail,16.5,107.0,179.86,45.324194239346824
ORD01195,2021-02-21,7,2,2021,GR_255,Grocery,Eggs,9.0,259.43,2334.87,142.37,1053.54,STORE_15,South,No,No,Retail,17.6,104.0,117.06,45.12199822688201
ORD01196,2023-02-15,7,2,2023,HO_881,Home,Lamp,10.0,461.17,4611.7,311.88,1492.8999999999996,STORE_26,East,Yes,No,Online,26.4,98.0,149.28999999999996,32.37201032157338
ORD01197,2021-09-16,37,9,2021,EL_518,Electrnics,Unknown Product,6.0,417.99,2507.94,227.4,1143.54,STORE_25,North,False,No,Online,-1.0,110.0,190.59,45.59678461207206
ORD01198,2021-09-17,37,9,2021,TO_781,Toys,Board Game,11.0,11.65,128.15,6.88,52.47000000000001,STORE_12,South,No,No,Retail,36.7,104.0,4.770000000000001,40.9442060085837
ORD01199,2023-10-15,41,10,2023,HO_824,Home,Lamp,11.0,388.13,4269.43,279.54,1194.4900000000002,STORE_34,West,No,No,Retail,30.0,124.0,108.59000000000002,27.977739417205576
ORD01200,2022-03-08,10,3,2022,BO_943,Books,Biography,5.0,183.36,916.8000000000001,98.45,424.55000000000007,STORE_12,South,No,No,Online,14.4,101.0,84.91000000000001,46.307809773123914
ORD01201,2023-06-17,24,6,2023,CL_405,Clothng,Unknown Product,4.0,486.13,1944.52,273.42,850.8399999999999,STORE_27,East,No,No,Retail,28.2,100.0,212.70999999999998,43.75578548947812
ORD01202,2022-01-01,52,1,2022,HO_101,Home,Vacuum,6.0,418.72,2512.32,299.77,713.7000000000003,STORE_29,West,False,No,Online,-0.4,91.0,118.95000000000005,28.408005349637
ORD01203,2023-01-18,3,1,2023,HO_131,Home,Microwave,14.0,235.33,3294.6200000000003,123.91,1559.8800000000003,STORE_41,East,Yes,No,Online,22.1,105.0,111.42000000000003,47.34627969234692
ORD01204,2022-06-30,26,6,2022,TO_433,Toys,Puzzle,17.0,318.58,5415.86,188.16,2217.14,STORE_9,South,False,No,Retail,39.2,110.0,130.42,40.93791198443091
ORD01205,2022-05-09,19,5,2022,CL_263,Clothing,Jacket,7.0,200.0,1400.0,107.64,646.52,STORE_46,South,No,No,Online,30.3,104.0,92.36,46.18
ORD01206,2024-02-23,8,2,2024,CL_503,Clothng,Unknown Product,12.0,82.61,991.3199999999999,47.07,426.4799999999999,STORE_8,North,No,No,Retail,24.9,84.0,35.53999999999999,43.021425977484554
ORD01207,2021-08-24,34,8,2021,CL_471,Clothng,Unknown Product,8.0,252.94,2023.52,172.6,642.72,STORE_19,South,Yes,No,Retail,30.1,102.0,80.34,31.76247331382937
ORD01208,2023-03-19,11,3,2023,GR_478,Grocery,Milk,11.0,78.64,865.04,50.32,311.52,STORE_9,North,No,No,Retail,6.0,96.0,28.319999999999997,36.01220752797559
ORD01209,2022-01-21,3,1,2022,HO_466,Home,Microwave,13.0,16.46,213.98000000000002,11.57,63.57000000000002,STORE_9,South,Yes,No,Retail,19.2,115.0,4.8900000000000015,29.708383961117867
ORD01210,2023-05-21,20,5,2023,EL_446,Electronics,Laptop,10.0,281.78,2817.7999999999997,185.5,962.7999999999997,STORE_1,North,No,No,Online,10.1,96.0,96.27999999999997,34.16850024842075
ORD01211,2022-12-31,52,12,2022,BO_634,Books,Comics,9.0,31.5,283.5,18.99,112.59,STORE_22,South,False,No,Retail,25.0,120.0,12.51,39.714285714285715
ORD01212,2024-09-06,36,9,2024,EL_387,Electrnics,Unknown Product,8.0,282.82,2262.56,225.71,456.8799999999999,STORE_44,West,No,No,Retail,19.8,103.0,57.109999999999985,20.193055653772713
ORD01213,2024-04-14,15,4,2024,EL_260,Electronics,Laptop,12.0,229.09,2749.08,165.65,761.2799999999997,STORE_46,East,No,No,Retail,21.5,113.0,63.439999999999976,27.692173381640394
ORD01214,2023-04-21,16,4,2023,TO_403,Toys,Doll,5.0,446.95,2234.75,356.16,453.9499999999998,STORE_41,North,False,No,Wholesale,10.8,100.0,90.78999999999996,20.313234142521527
ORD01215,2023-01-06,1,1,2023,CL_715,Clothing,Jacket,10.0,328.97,3289.7000000000003,187.57,1414.0000000000005,STORE_11,West,False,No,Wholesale,19.8,91.0,141.40000000000003,42.98264279417577
ORD01216,2023-01-30,5,1,2023,EL_662,Electronics,Laptop,10.0,492.85,4928.5,273.77,2190.8,STORE_29,West,Yes,No,Retail,15.6,87.0,219.08,44.45165871969159
ORD01217,2021-12-14,50,12,2021,CL_207,Clothing,T-Shirt,14.0,125.19,1752.6599999999999,94.04,436.0999999999997,STORE_32,West,False,Yes,Retail,31.3,111.0,31.149999999999977,24.88217908778655
ORD01218,2021-08-26,34,8,2021,GR_131,Grocery,Bread,8.0,30.07,240.56,22.26,62.47999999999999,STORE_33,West,Yes,No,Retail,21.3,100.0,7.809999999999999,25.97273029597605
ORD01219,2024-12-12,50,12,2024,TO_553,Toys,Board Game,5.0,211.82,1059.1,147.9,319.5999999999999,STORE_47,East,False,No,Retail,37.7,91.0,63.91999999999998,30.176565008025673
ORD01220,2023-11-23,47,11,2023,TO_155,Toys,Puzzle,10.0,213.66,2136.6,126.29,873.6999999999998,STORE_9,South,Yes,No,Retail,9.6,99.0,87.36999999999998,40.89207151549189
ORD01221,2024-07-31,31,7,2024,EL_698,Electronics,Headphones,12.0,364.09,4369.08,238.51,1506.96,STORE_40,South,False,No,Wholesale,15.3,98.0,125.58,34.4914718888187
ORD01222,2022-12-05,49,12,2022,CL_171,Clothng,Unknown Product,8.0,205.79,1646.32,153.07,421.76,STORE_17,East,False,No,Wholesale,30.8,97.0,52.72,25.61834880217698
ORD01223,2023-04-06,14,4,2023,BO_509,Books,Comics,11.0,318.47,3503.17,252.31,727.7600000000002,STORE_4,North,False,No,Retail,34.7,100.0,66.16000000000003,20.774327252174466
ORD01224,2023-03-01,9,3,2023,BO_326,Books,Biography,8.0,290.9,2327.2,163.34,1020.4799999999998,STORE_8,East,Yes,No,Retail,13.7,110.0,127.55999999999997,43.850120316259876
ORD01225,2024-07-01,27,7,2024,CL_304,Clothng,Unknown Product,8.0,210.12,1680.96,141.69,547.44,STORE_30,South,Yes,No,Retail,15.6,98.0,68.43,32.5671045117076
ORD01226,2024-12-22,51,12,2024,BO_489,Books,Comics,8.0,33.99,271.92,17.41,132.64000000000001,STORE_39,South,False,No,Retail,38.2,100.0,16.580000000000002,48.77905266254781
ORD01227,2022-08-03,31,8,2022,EL_893,Electrnics,Unknown Product,10.0,188.85,1888.5,115.33,735.2,STORE_43,South,False,No,Retail,20.0,100.0,73.52000000000001,38.93036801694467
ORD01228,2021-01-01,53,1,2021,CL_599,Clothng,Unknown Product,7.0,164.02,1148.14,92.94,497.5600000000002,STORE_20,South,No,No,Retail,24.0,99.0,71.08000000000003,43.33617851481527
ORD01229,2023-07-28,30,7,2023,HO_180,Home,Microwave,13.0,228.2,2966.6,128.54,1295.58,STORE_19,East,No,No,Retail,23.4,98.0,99.66,43.67221735319895
ORD01230,2023-04-09,14,4,2023,CL_347,Clothng,Unknown Product,10.0,205.41,2054.1,104.46,1009.5,STORE_31,South,Yes,No,Online,19.8,103.0,100.95,49.14561121659121
ORD01231,2022-09-17,37,9,2022,CL_918,Clothing,Jeans,9.0,271.32,2441.88,208.71,563.49,STORE_37,West,False,No,Wholesale,27.9,99.0,62.61,23.076072534276868
ORD01232,2024-09-06,36,9,2024,EL_241,Electronics,Smartphone,13.0,339.54,4414.02,207.25,1719.7700000000004,STORE_45,West,Yes,No,Wholesale,6.8,96.0,132.29000000000002,38.961536196029925
ORD01233,2023-09-17,37,9,2023,HO_532,Home,Microwave,10.0,450.04,4500.400000000001,346.49,1035.5000000000005,STORE_44,West,No,No,Online,26.1,90.0,103.55000000000004,23.00906586081238
ORD01234,2021-12-24,51,12,2021,CL_579,Clothing,Sneakers,14.0,342.63,4796.82,216.15,1770.7199999999998,STORE_21,West,No,Yes,Online,28.5,106.0,126.47999999999999,36.914455826985375
ORD01235,2022-03-30,13,3,2022,BO_492,Books,Novel,10.0,345.36,3453.6000000000004,235.06,1103.0000000000005,STORE_40,East,False,No,Online,15.7,105.0,110.30000000000004,31.93768820940469
ORD01236,2021-02-03,5,2,2021,CL_724,Clothing,T-Shirt,8.0,139.5,1116.0,75.17,514.64,STORE_4,North,No,No,Retail,28.9,124.0,64.33,46.1146953405018
ORD01237,2024-09-10,37,9,2024,CL_267,Clothng,Unknown Product,11.0,149.38,1643.1799999999998,80.48,757.8999999999997,STORE_23,East,False,No,Retail,21.6,92.0,68.89999999999998,46.123979113669826
ORD01238,2022-10-22,42,10,2022,HO_816,Home,Microwave,3.0,37.49,112.47,29.43,24.180000000000007,STORE_46,South,No,No,Retail,7.8,91.0,8.060000000000002,21.499066417711397
ORD01239,2022-06-17,24,6,2022,CL_580,Clothing,Sneakers,12.0,357.27,4287.24,206.6,1808.04,STORE_22,West,Yes,No,Retail,29.4,88.0,150.67,42.172586559184936
ORD01240,2023-12-01,48,12,2023,EL_601,Electrnics,Unknown Product,11.0,476.9,5245.9,381.18,1052.9199999999992,STORE_3,West,Yes,No,Retail,19.9,103.0,95.71999999999993,20.07129377227929
ORD01241,2021-12-31,52,12,2021,EL_576,Electronics,Laptop,8.0,105.61,844.88,53.94,413.36,STORE_21,West,No,Yes,Retail,29.0,99.0,51.67,48.925291165609316
ORD01242,2023-11-03,44,11,2023,TO_430,Toys,Doll,5.0,364.94,1824.7,219.71,726.1500000000001,STORE_2,North,Yes,No,Retail,3.7,119.0,145.23000000000002,39.79558283553461
ORD01243,2021-01-11,2,1,2021,GR_653,Grocery,Cereal,10.0,246.56,2465.6,136.66,1099.0,STORE_28,South,False,No,Retail,7.5,108.0,109.9,44.57332900713823
ORD01244,2022-11-03,44,11,2022,EL_474,Electrnics,Unknown Product,8.0,89.73,717.84,47.78,335.6,STORE_18,North,No,No,Wholesale,30.1,102.0,41.95,46.75136520673131
ORD01245,2022-07-26,30,7,2022,EL_118,Electrnics,Unknown Product,8.0,396.74,3173.92,251.06,1165.44,STORE_20,South,False,No,Retail,19.2,97.0,145.68,36.719261985179216
ORD01246,2023-09-30,39,9,2023,EL_738,Electronics,Laptop,5.0,188.99,944.95,102.77,431.1,STORE_8,East,Yes,No,Online,36.7,115.0,86.22,45.621461452986935
ORD01247,2024-10-13,41,10,2024,HO_909,Home,Vacuum,11.0,308.37,3392.07,170.58,1515.69,STORE_4,East,Yes,No,Wholesale,-6.999999999999998,83.0,137.79,44.68333495476214
ORD01248,2021-05-08,18,5,2021,CL_115,Clothng,Unknown Product,8.0,162.24,1297.92,110.39,414.80000000000007,STORE_22,West,No,No,Retail,19.3,118.0,51.85000000000001,31.95882642998028
ORD01249,2022-08-15,33,8,2022,BO_547,Books,Textbook,9.0,185.72,1671.48,146.21,355.5899999999999,STORE_34,South,No,No,Retail,11.6,80.0,39.50999999999999,21.273960801206112
ORD01250,2023-08-05,31,8,2023,HO_327,Home,Microwave,12.0,449.52,5394.24,325.06,1493.5199999999995,STORE_10,South,No,No,Retail,28.2,102.0,124.45999999999997,27.68731090941448
ORD01251,2024-08-27,35,8,2024,EL_466,Electronics,Tablet,7.0,492.71,3448.97,280.6,1484.7699999999995,STORE_21,South,Yes,No,Retail,15.0,103.0,212.10999999999993,43.049664102616134
ORD01252,2022-01-04,1,1,2022,CL_128,Clothng,Unknown Product,11.0,381.07,4191.7699999999995,228.8,1674.9699999999993,STORE_45,West,Yes,No,Wholesale,18.0,84.0,152.26999999999995,39.958537801453794
ORD01253,2023-01-12,2,1,2023,CL_424,Clothing,Jeans,6.0,266.07,1596.42,208.35,346.32000000000016,STORE_45,East,Yes,No,Online,44.1,104.0,57.72000000000003,21.693539294170716
ORD01254,2021-07-30,30,7,2021,CL_689,Clothng,Unknown Product,11.0,292.12,3213.32,182.21,1209.01,STORE_18,North,Yes,No,Wholesale,12.3,103.0,109.91,37.624948651239215
ORD01255,2022-03-10,10,3,2022,EL_664,Electronics,Headphones,17.0,87.63,1489.71,43.93,742.9000000000001,STORE_22,West,False,No,Online,9.7,104.0,43.7,49.868766404199484
ORD01256,2021-04-27,17,4,2021,BO_612,Books,Biography,7.0,47.75,334.25,37.67,70.56,STORE_22,East,False,No,Retail,13.9,96.0,10.08,21.10994764397906
ORD01257,2021-04-15,15,4,2021,EL_252,Electronics,Laptop,6.0,149.23,895.3799999999999,84.08,390.89999999999986,STORE_20,South,Yes,No,Retail,23.9,105.0,65.14999999999998,43.65744153320377
ORD01258,2024-05-03,18,5,2024,GR_189,Grocery,Cereal,10.0,196.33,1963.3000000000002,131.32,650.1000000000004,STORE_14,North,False,No,Online,13.3,96.0,65.01000000000003,33.11261651301382
ORD01259,2023-07-02,26,7,2023,EL_561,Electronics,Smartphone,10.0,316.78,3167.7999999999997,249.45,673.2999999999997,STORE_18,South,No,No,Retail,15.7,103.0,67.32999999999997,21.254498390049868
ORD01260,2023-03-20,12,3,2023,GR_661,Grocery,Bread,13.0,11.53,149.89,8.29,42.120000000000005,STORE_36,North,No,No,Retail,30.8,99.0,3.24,28.100607111882052
ORD01261,2024-05-05,18,5,2024,EL_778,Electronics,Smartphone,12.0,266.71,3200.5199999999995,145.04,1460.0399999999995,STORE_42,South,False,No,Online,20.1,91.0,121.66999999999996,45.618836938997404
ORD01262,2024-10-25,43,10,2024,CL_386,Clothng,Unknown Product,10.0,455.16,4551.6,299.65,1555.1000000000004,STORE_27,West,Yes,No,Retail,18.4,84.0,155.51000000000005,34.16600755778189
ORD01263,2022-12-05,49,12,2022,TO_485,Toys,Board Game,10.0,286.05,2860.5,195.76,902.9000000000001,STORE_1,South,False,No,Wholesale,28.6,101.0,90.29,31.564411816116067
ORD01264,2022-09-16,37,9,2022,EL_584,Electronics,Headphones,12.0,69.24,830.8799999999999,54.83,172.91999999999985,STORE_5,South,Yes,No,Wholesale,47.4,76.0,14.409999999999988,20.811669555170408
ORD01265,2024-02-05,6,2,2024,EL_407,Electronics,Laptop,5.0,237.97,1189.85,187.58,251.94999999999982,STORE_35,East,Yes,No,Retail,18.9,111.0,50.389999999999965,21.17493801739714
ORD01266,2024-12-04,49,12,2024,TO_156,Toys,Puzzle,10.0,145.35,1453.5,96.52,488.30000000000007,STORE_26,South,No,No,Retail,31.2,88.0,48.830000000000005,33.59477124183007
ORD01267,2023-04-14,15,4,2023,TO_217,Toys,Doll,12.0,368.82,4425.84,293.6,902.6399999999999,STORE_34,South,Yes,No,Retail,20.9,93.0,75.21999999999998,20.39477251775934
ORD01268,2021-10-28,43,10,2021,CL_429,Clothng,Unknown Product,7.0,123.11,861.77,88.57,241.77999999999997,STORE_27,South,No,No,Wholesale,22.0,102.0,34.54,28.056209893591095
ORD01269,2021-12-11,49,12,2021,CL_224,Clothng,Unknown Product,10.0,187.78,1877.8,95.8,919.8,STORE_21,South,False,No,Online,15.6,90.0,91.97999999999999,48.98285227393758
ORD01270,2021-10-04,40,10,2021,CL_408,Clothng,Unknown Product,9.0,339.79,3058.11,180.78,1431.0900000000001,STORE_44,South,Yes,No,Retail,38.7,115.0,159.01000000000002,46.796550810794905
ORD01271,2023-10-28,43,10,2023,GR_506,Grocery,Eggs,12.0,141.75,1701.0,106.02,428.76,STORE_1,North,No,No,Retail,29.7,122.0,35.73,25.206349206349206
ORD01272,2023-08-22,34,8,2023,GR_856,Grocery,Milk,10.0,384.73,3847.3,205.94,1787.9,STORE_32,South,Yes,No,Retail,29.9,114.0,178.79000000000002,46.47155147765966
ORD01273,2023-03-27,13,3,2023,CL_291,Clothing,Sneakers,10.0,132.63,1326.3,89.0,436.29999999999995,STORE_22,West,No,No,Online,26.1,107.0,43.629999999999995,32.89602653999849
ORD01274,2022-09-26,39,9,2022,HO_432,Home,Blender,12.0,218.93,2627.16,170.29,583.6799999999998,STORE_48,South,No,No,Retail,12.4,113.0,48.639999999999986,22.21714703329831
ORD01275,2024-02-13,7,2,2024,GR_176,Grocery,Milk,6.0,281.7,1690.1999999999998,205.96,454.4399999999998,STORE_49,East,False,No,Online,20.1,97.0,75.73999999999997,26.886758963436275
ORD01276,2024-04-14,15,4,2024,CL_824,Clothing,Jeans,9.0,80.48,724.32,45.83,311.8500000000001,STORE_43,South,Yes,No,Retail,27.1,95.0,34.650000000000006,43.05417495029822
ORD01277,2023-03-21,12,3,2023,HO_457,Home,Lamp,9.0,333.04,2997.36,216.43,1049.49,STORE_32,West,False,No,Retail,21.9,101.0,116.61,35.01381215469613
ORD01278,2023-08-12,32,8,2023,GR_542,Grocery,Cereal,11.0,114.36,1257.96,80.26,375.1,STORE_49,West,Yes,No,Retail,44.2,86.0,34.1,29.81811822315495
ORD01279,2024-03-12,11,3,2024,HO_462,Home,Vacuum,7.0,287.38,2011.6599999999999,229.13,407.75,STORE_4,North,No,No,Retail,1.7,90.0,58.25,20.269329807223887
ORD01280,2022-09-25,38,9,2022,HO_328,Home,Lamp,8.0,39.75,318.0,20.29,155.68,STORE_24,West,Yes,No,Retail,23.6,97.0,19.46,48.9559748427673
ORD01281,2024-02-28,9,2,2024,EL_332,Electronics,Headphones,11.0,241.07,2651.77,148.53,1017.94,STORE_4,East,False,No,Online,7.2,109.0,92.54,38.387190442610034
ORD01282,2024-07-03,27,7,2024,CL_453,Clothing,Jeans,7.0,221.92,1553.4399999999998,122.22,697.8999999999999,STORE_37,West,No,No,Retail,15.7,97.0,99.69999999999997,44.92609949531362
ORD01283,2023-03-05,9,3,2023,CL_715,Clothing,T-Shirt,11.0,449.26,4941.86,265.17,2024.9899999999993,STORE_47,North,Yes,No,Wholesale,46.3,105.0,184.08999999999995,40.97627209188442
ORD01284,2024-11-01,44,11,2024,CL_693,Clothing,Jacket,5.0,55.55,277.75,36.71,94.19999999999999,STORE_39,East,False,No,Retail,24.6,100.0,18.839999999999996,33.91539153915391
ORD01285,2022-07-25,30,7,2022,BO_287,Books,Biography,12.0,335.41,4024.92,191.25,1729.92,STORE_20,East,No,No,Retail,10.3,93.0,144.16,42.980233147491134
ORD01286,2023-11-12,45,11,2023,BO_687,Books,Comics,8.0,353.05,2824.4,231.13,975.3600000000001,STORE_20,North,False,No,Wholesale,18.5,104.0,121.92000000000002,34.53335221639995
ORD01287,2024-09-11,37,9,2024,GR_153,Grocery,Bread,10.0,234.51,2345.1,174.81,597.0,STORE_8,East,Yes,No,Retail,15.7,121.0,59.7,25.4573365741333
ORD01288,2021-04-25,16,4,2021,EL_865,Electrnics,Unknown Product,14.0,347.38,4863.32,189.17,2214.94,STORE_44,South,False,No,Online,25.4,100.0,158.21,45.543784904139564
ORD01289,2024-09-11,37,9,2024,BO_708,Books,Novel,10.0,372.54,3725.4,213.58,1589.6,STORE_3,East,False,No,Retail,26.4,100.0,158.95999999999998,42.669243571160145
ORD01290,2024-03-31,13,3,2024,GR_716,Grocery,Bread,9.0,373.03,3357.2699999999995,192.1,1628.3699999999997,STORE_37,East,False,No,Retail,21.4,99.0,180.92999999999995,48.50280138326676
ORD01291,2022-08-15,33,8,2022,HO_529,Home,Vacuum,10.0,187.7,1877.0,103.33,843.7,STORE_30,West,No,No,Retail,21.5,96.0,84.37,44.949387320191796
ORD01292,2021-06-25,25,6,2021,CL_566,Clothng,Unknown Product,11.0,297.71,3274.81,206.81,999.9000000000001,STORE_16,South,False,No,Wholesale,31.2,113.0,90.9,30.53306909408485
ORD01293,2022-04-30,17,4,2022,EL_283,Electrnics,Unknown Product,7.0,194.52,1361.64,139.1,387.94000000000017,STORE_20,West,No,No,Wholesale,36.3,101.0,55.42000000000002,28.490643635615886
ORD01294,2023-01-23,4,1,2023,BO_890,Books,Textbook,10.0,230.46,2304.6,137.04,934.2,STORE_5,North,False,No,Wholesale,23.2,97.0,93.42,40.5363186670138
ORD01295,2024-04-10,15,4,2024,BO_243,Books,Comics,9.0,316.15,2845.35,158.78,1416.33,STORE_17,North,False,No,Online,37.6,89.0,157.37,49.77700458643049
ORD01296,2023-01-19,3,1,2023,CL_808,Clothng,Unknown Product,14.0,496.18,6946.52,276.31,3078.1800000000003,STORE_19,West,No,No,Retail,26.6,109.0,219.87000000000003,44.3125478656939
ORD01297,2024-04-14,15,4,2024,GR_974,Grocery,Cereal,10.0,407.25,4072.5,221.36,1858.8999999999996,STORE_38,North,No,No,Retail,22.6,99.0,185.88999999999996,45.6451810926949
ORD01298,2023-08-04,31,8,2023,GR_773,Grocery,Bread,13.0,16.87,219.31,13.48,44.06999999999999,STORE_50,South,False,No,Retail,26.8,105.0,3.3899999999999997,20.09484291641968
ORD01299,2021-11-22,47,11,2021,BO_540,Books,Comics,8.0,351.8,2814.4,193.21,1268.72,STORE_38,North,False,Yes,Online,14.9,101.0,158.59,45.079590676520745
ORD01300,2023-01-05,1,1,2023,GR_617,Grocery,Eggs,6.0,253.46,1520.76,149.89,621.4200000000001,STORE_34,West,False,No,Online,28.7,100.0,103.57000000000001,40.862463505089565
ORD01301,2023-06-29,26,6,2023,CL_464,Clothng,Unknown Product,12.0,239.89,2878.68,167.16,872.7599999999998,STORE_15,West,Yes,No,Wholesale,12.8,94.0,72.72999999999998,30.31806244528742
ORD01302,2022-01-04,1,1,2022,CL_921,Clothing,Jacket,12.0,496.75,5961.0,382.57,1370.1599999999999,STORE_50,South,False,No,Retail,47.4,124.0,114.17999999999999,22.985405133366882
ORD01303,2023-03-20,12,3,2023,CL_907,Clothing,Jeans,13.0,182.93,2378.09,97.84,1106.17,STORE_18,South,Yes,No,Retail,23.3,100.0,85.09,46.515060405619636
ORD01304,2022-02-04,5,2,2022,EL_733,Electrnics,Unknown Product,8.0,483.33,3866.64,280.8,1620.2399999999998,STORE_46,North,Yes,No,Wholesale,4.7,97.0,202.52999999999997,41.90304760722488
ORD01305,2023-08-13,32,8,2023,EL_724,Electrnics,Unknown Product,5.0,262.29,1311.45,204.11,290.9,STORE_12,East,Yes,No,Online,9.9,84.0,58.17999999999999,22.18155476762362
